Date,Energy_kWh,Source_File,Data_Type
2024-12-13,3.4732399999999997,MTU-LEO-PS31_23012024-23012025.csv,5min_aggregated
2024-12-14,9.9316,MTU-LEO-PS31_23012024-23012025.csv,5min_aggregated
2024-12-15,6.41309,MTU-LEO-PS31_23012024-23012025.csv,5min_aggregated
2024-12-16,6.33820,MTU-LEO-PS31_01072024-31122024.csv,daily
2024-12-17,10.38587,MTU-LEO-PS31_01072024-31122024.csv,daily
2024-12-18,12.57307,MTU-LEO-PS31_23012024-23012025.csv,5min_aggregated
2024-12-19,8.6718,MTU-LEO-PS31_23012024-23012025.csv,5min_aggregated
2024-12-20,5.26721,MTU-LEO-PS31_01072024-31122024.csv,daily
2024-12-21,14.31282,MTU-LEO-PS31_01072024-31122024.csv,daily
2024-12-22,3.74184,MTU-LEO-PS31_01072024-31122024.csv,daily
2024-12-23,4.83655,MTU-LEO-PS31_01072024-31122024.csv,daily
2024-12-24,6.94445,MTU-LEO-PS31_01072024-31122024.csv,daily
2024-12-25,14.73976,MTU-LEO-PS31_23012024-23012025.csv,5min_aggregated
2024-12-26,12.45048,MTU-LEO-PS31_01072024-31122024.csv,daily
2024-12-27,14.02057,MTU-LEO-PS31_01072024-31122024.csv,daily
2024-12-28,13.56005,MTU-LEO-PS31_01072024-31122024.csv,daily
2024-12-29,12.47905,MTU-LEO-PS31_01072024-31122024.csv,daily
2024-12-30,13.99971,MTU-LEO-PS31_01072024-31122024.csv,daily
2024-12-31,13.48544,MTU-LEO-PS31_23012024-23012025.csv,5min_aggregated
2025-01-01,13.88578,MTU-LEO-PS31_23012024-23012025.csv,5min_aggregated
2025-01-02,11.3467,MTU-LEO-PS31_23012024-23012025.csv,5min_aggregated
2025-01-03,7.024229999999999,MTU-LEO-PS31_23012024-23012025.csv,5min_aggregated
2025-01-04,12.7854,MTU-LEO-PS31_23012024-23012025.csv,5min_aggregated
2025-01-05,12.51993,MTU-LEO-PS31_23012024-23012025.csv,5min_aggregated
2025-01-06,8.47256,MTU-LEO-PS31_23012024-23012025.csv,5min_aggregated
2025-01-07,0.57176,MTU-LEO-PS31_23012024-23012025.csv,5min_aggregated
2025-01-08,5.48937,MTU-LEO-PS31_23012024-23012025.csv,5min_aggregated
2025-01-09,4.1704300000000005,MTU-LEO-PS31_23012024-23012025.csv,5min_aggregated
2025-01-10,13.0534,MTU-LEO-PS31_23012024-23012025.csv,5min_aggregated
2025-01-11,9.59996,MTU-LEO-PS31_23012024-23012025.csv,5min_aggregated
2025-01-12,7.724189999999999,MTU-LEO-PS31_23012024-23012025.csv,5min_aggregated
2025-01-13,16.96239,MTU-LEO-PS31_23012024-23012025.csv,5min_aggregated
2025-01-14,19.53376,MTU-LEO-PS31_23012024-23012025.csv,5min_aggregated
2025-01-15,7.59727,MTU-LEO-PS31_23012024-23012025.csv,5min_aggregated
2025-01-16,12.076229999999999,MTU-LEO-PS31_23012024-23012025.csv,5min_aggregated
2025-01-17,14.2089,MTU-LEO-PS31_23012024-23012025.csv,5min_aggregated
2025-01-18,18.34443,MTU-LEO-PS31_23012024-23012025.csv,5min_aggregated
2025-01-19,17.59704,MTU-LEO-PS31_23012024-23012025.csv,5min_aggregated
2025-01-20,15.92403,MTU-LEO-PS31_23012024-23012025.csv,5min_aggregated
2025-01-21,15.09319,MTU-LEO-PS31_23012024-23012025.csv,5min_aggregated
2025-01-22,12.343290000000001,MTU-LEO-PS31_23012024-23012025.csv,5min_aggregated
2025-01-23,14.054559999999999,MTU-LEO-PS31_23012024-23012025.csv,5min_aggregated
2025-01-24,17.93813,MTU-LEO-PS31_23012025-29012025.csv,5min_aggregated
2025-01-25,17.009439999999998,MTU-LEO-PS31_23012025-29012025.csv,5min_aggregated
2025-01-26,7.64916,MTU-LEO-PS31_23012025-29012025.csv,5min_aggregated
2025-01-27,17.86082,MTU-LEO-PS31_23012025-29012025.csv,5min_aggregated
2025-01-28,7.752680000000001,MTU-LEO-PS31_23012025-29012025.csv,5min_aggregated
2025-01-29,13.76967,MTU-LEO-PS31_23012025-29012025.csv,5min_aggregated
,[kWh],MTU-LEO-PS31_01072024-31122024.csv,daily
